FULLNAME,POPULATION1950,POPULATION1951,POPULATION1952,POPULATION1953,POPULATION1954,POPULATION1955,POPULATION1956,POPULATION1957,POPULATION1958,POPULATION1959,POPULATION1960,POPULATION1961,POPULATION1962,POPULATION1963,POPULATION1964,POPULATION1965,POPULATION1966,POPULATION1967,POPULATION1968,POPULATION1969,POPULATION1970,POPULATION1971,POPULATION1972,POPULATION1973,POPULATION1974,POPULATION1975,POPULATION1976,POPULATION1977,POPULATION1978,POPULATION1979,POPULATION1980,POPULATION1981,POPULATION1982,POPULATION1983,POPULATION1984,POPULATION1985,POPULATION1986,POPULATION1987,POPULATION1988,POPULATION1989,POPULATION1990,POPULATION1991,POPULATION1992,POPULATION1993,POPULATION1994,POPULATION1995,POPULATION1996,POPULATION1997,POPULATION1998,POPULATION1999,POPULATION2000,POPULATION2001,POPULATION2002,POPULATION2003,POPULATION2004,POPULATION2005,POPULATION2006,POPULATION2007,POPULATION2008,POPULATION2009,POPULATION2010,GDP1970,GDP1971,GDP1972,GDP1973,GDP1974,GDP1975,GDP1976,GDP1977,GDP1978,GDP1979,GDP1980,GDP1981,GDP1982,GDP1983,GDP1984,GDP1985,GDP1986,GDP1987,GDP1988,GDP1989,GDP1990,GDP1991,GDP1992,GDP1993,GDP1994,GDP1995,GDP1996,GDP1997,GDP1998,GDP1999,GDP2000,GDP2001,GDP2002,GDP2003,GDP2004,GDP2005,GDP2006,GDP2007,GDP2008,GDP2009,GDP2010,GDP2011,GDP2012,GDP2013,NAME
Macao,196.482,195.95,193.743,190.288,186.032,181.45,177.041,173.329,170.844,170.088,171.456,175.135,181.025,188.703,197.523,206.91,216.873,227.258,237.129,245.31,250.997,253.881,254.282,252.845,250.55,248.213,245.915,243.729,242.458,243.073,246.236,252.258,260.921,271.674,283.672,296.222,309.226,322.655,335.952,348.467,359.735,369.484,377.799,385.041,391.783,398.459,405.231,412.031,418.81,425.448,431.907,438.08,444.15,450.711,458.542,468.149,479.808,493.206,507.528,521.617,534.626,164.7925518,197.0531139,241.0517254,328.4459699,377.4342534,436.3475908,433.4598213,553.6720376,723.3429341,822.4545048,981.5146879,1036.092157,1096.734306,1086.179391,1257.211447,1297.298463,1454.71592,1883.370784,2215.4596,2632.682617,3174.205268,3684.540213,4843.860514,5564.59426,6208.551999,6955.018047,7068.617945,7092.277419,6587.590438,6290.436632,6432.92341,6514.221697,7008.087036,7926.329439,10258.32024,11792.56502,14568.65283,18054.7085,20731.01263,21313.24665,28359.76698,36634.7428,42981.4602,51753.38411,MO
Northern Mariana Islands,6.999,7.089,7.222,7.417,7.685,8.026,8.427,8.864,9.307,9.721,10.07,10.34,10.541,10.709,10.901,11.157,11.489,11.882,12.318,12.766,13.203,13.658,14.142,14.605,14.978,15.232,15.316,15.293,15.39,15.906,17.048,18.906,21.393,24.308,27.363,30.341,33.173,35.904,38.57,41.243,43.972,46.719,49.429,52.12,54.817,57.518,60.248,62.939,65.374,67.271,68.434,68.817,68.499,67.562,66.143,64.372,62.235,59.792,57.345,55.278,53.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP
Martinique,222.001,224.418,228.268,233.265,239.147,245.679,252.652,259.881,267.208,274.496,281.625,288.483,294.964,300.958,306.37,311.129,315.175,318.502,321.181,323.323,325.017,326.338,327.304,327.897,328.073,327.841,327.172,326.2,325.293,324.933,325.459,327,329.449,332.61,336.173,339.886,343.74,347.743,351.687,355.314,358.458,360.986,362.963,364.667,366.497,368.736,371.466,374.573,377.901,381.211,384.317,387.199,389.888,392.323,394.441,396.206,397.576,398.579,399.343,400.042,400.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MQ
Mauritania,660.491,675.621,691.858,709.172,727.533,746.914,767.29,788.639,810.938,834.169,858.316,883.366,909.31,936.144,963.865,992.474,1021.972,1052.36,1083.646,1115.834,1148.936,1182.958,1217.914,1253.831,1290.741,1328.672,1367.629,1407.619,1448.677,1490.842,1534.141,1578.67,1624.427,1671.233,1718.837,1767.099,1815.983,1865.686,1916.611,1969.295,2024.163,2081.38,2140.957,2202.966,2267.433,2334.388,2403.805,2475.726,2550.307,2627.739,2708.095,2791.403,2877.431,2965.667,3055.425,3146.164,3237.713,3330.037,3422.901,3516.077,3609.42,323.965031,347.3625372,405.941248,462.0384468,627.6775527,758.8058332,846.9777663,870.8681636,856.9164774,1069.315151,1495.611103,1444.872289,1308.971672,1330.538012,1157.440146,1085.028559,1275.103434,1444.922428,1520.23849,1550.679705,1622.500534,1739.678982,1762.677474,1505.821165,1595.684542,1680.792538,1700.326827,1652.408269,1440.825363,1405.659713,1293.65578,1295.53911,1324.426282,1563.074859,1889.115069,2184.444849,3040.718541,3356.758534,4031.047704,3662.281668,4337.791531,5123.097509,4845.165274,5516.440766,MR
Montserrat,13.521,14.123,14.489,14.627,14.552,14.297,13.902,13.421,12.918,12.459,12.102,11.882,11.798,11.806,11.837,11.842,11.809,11.758,11.698,11.65,11.629,11.633,11.655,11.689,11.733,11.78,11.832,11.885,11.928,11.943,11.919,11.85,11.743,11.607,11.464,11.325,11.183,11.031,10.891,10.788,10.734,10.763,10.856,10.892,10.717,10.232,9.375,8.217,6.936,5.788,4.956,4.505,4.377,4.474,4.645,4.777,4.846,4.884,4.901,4.918,4.953,6.14427363,7.133907928,8.300746241,9.290564681,10.23874692,11.70617051,10.24985618,11.2962963,13.03703704,16,24.22222222,27.14814815,30,32.03703704,34.94074074,36.8962963,39.7037037,42.7962963,48.55925926,55.28518519,67.11851852,56.46296296,57.6037037,57.55925926,63.53703704,59.98148148,48.97037037,40.91851852,37.54444444,35.41481481,36.94074074,36.5037037,40.65185185,41.97037037,44.75925926,49.5962963,52.32592593,54.53333333,57.97037037,60.23333333,57.70740741,62.27037037,61.82530889,58.87945852,MS
Malta,311.997,313.068,313.815,314.358,314.778,315.111,315.357,315.474,315.387,315.002,314.241,313.082,311.596,309.953,308.394,307.095,306.163,305.582,305.269,305.078,304.932,304.771,304.703,304.997,306.023,308.025,311.098,315.115,319.824,324.859,329.937,334.982,340.02,344.983,349.821,354.497,358.936,363.119,367.148,371.174,375.295,379.551,383.872,388.114,392.075,395.615,398.698,401.373,403.688,405.716,407.529,409.116,410.493,411.79,413.17,414.747,416.584,418.64,420.796,422.872,424.738,257.5684227,271.7956998,303.1569483,355.0440786,386.3402426,487.5653333,542.338403,642.6279946,815.3241786,1028.602235,1284.303047,1277.431374,1268.149792,1197.529949,1131.863335,1148.289445,1474.184222,1799.066478,2074.593529,2176.449775,2616.81852,2825.237715,3104.3798,2783.098478,3080.300137,3672.255494,3772.011029,3732.569872,3913.771795,4014.567295,4065.36438,4024.505846,4388.396577,5240.946142,5798.984107,6130.576375,6556.947852,7679.5768,8735.478115,8274.083409,8540.89943,9305.368893,8840.386183,9541.711996,MT
Mauritius,493.254,506.431,521.19,537.048,553.623,570.645,587.949,605.482,623.275,641.427,660.023,679.045,698.307,717.413,735.86,753.285,769.556,784.777,799.139,812.944,826.447,839.6,852.397,865.173,878.355,892.208,906.926,922.325,937.82,952.587,966.036,978.067,988.89,998.625,1007.503,1015.763,1023.278,1030.175,1037.26,1045.588,1055.865,1068.409,1082.877,1098.471,1114.033,1128.676,1142.191,1154.701,1166.07,1176.227,1185.143,1192.719,1198.972,1204.161,1208.653,1212.752,1216.518,1219.976,1223.336,1226.841,1230.659,196.8298482,221.378394,277.5878892,347.8089494,577.9104541,580.8779266,721.5149173,844.0876824,1040.585122,1241.217284,1159.896475,1170.758497,1105.18514,1117.353075,1066.39589,1102.846864,1499.234814,1876.151887,2120.408369,2168.313481,2619.405766,2805.863696,3268.323182,3305.927437,3609.760875,4091.954207,4476.09614,4238.690462,4220.775044,4343.716054,4663.316557,4613.643041,4841.298979,5816.574213,6578.827585,6488.726809,6731.536244,7792.063567,9641.077098,8834.661043,9718.233911,11252.40586,11442.07402,11937.87571,MU
Maldives,73.716,74.151,75.021,76.212,77.635,79.225,80.939,82.761,84.692,86.752,88.96,91.319,93.806,96.358,98.899,101.381,103.759,106.072,108.458,111.106,114.15,117.664,121.593,125.78,129.993,134.077,137.965,141.736,145.563,149.699,154.316,159.459,165.053,171.015,177.213,183.538,189.974,196.513,203.072,209.545,215.859,221.963,227.863,233.611,239.291,244.965,250.659,256.347,261.973,267.456,272.745,277.825,282.743,287.594,292.505,297.576,302.825,308.239,313.843,319.66,325.694,42.03476717,46.85902756,54.69285601,67.19198053,85.07885117,53.32694274,48.68735662,45.3697944,53.0055137,83.79676077,92.35011418,97.64803975,124.0901462,129.6043074,149.3508864,164.6371357,183.6629775,182.8028105,218.1399728,245.3169997,278.3661094,316.3638938,368.7507654,417.3426526,460.8351093,561.6526217,634.0120416,715.4373195,760.3001598,829.4901176,878.8858869,879.7685579,905.7578125,1052.8125,1195.390625,1090.796875,1471.734375,1778.179688,2125.992188,2169.140625,2334.914063,2379.624709,2605.930957,2836.088896,MV
Malawi,2880.7,2930.29,2984.394,3042.164,3102.98,3166.448,3232.409,3300.928,3372.273,3446.86,3525.127,3607.383,3693.68,3783.766,3877.229,3973.96,4073.777,4177.347,4286.43,4403.344,4529.749,4666.194,4812.216,4967.159,5129.915,5299.532,5478.781,5668.178,5862.115,6052.94,6236.824,6403.934,6559.281,6731.171,6958.278,7264.519,7667.832,8150.04,8655.185,9105.429,9447.123,9657.518,9759.434,9800.635,9851.737,9964.065,10153.315,10404.259,10700.18,11012.707,11321.496,11623.166,11926.778,12238.739,12569.091,12924.746,13307.535,13713.758,14138.207,14573.338,15013.694,579.1543478,728.514493,832.4984181,802.8187332,991.3104648,1107.997918,1211.195441,1456.85803,1714.737269,1840.148967,2236.356796,2236.401776,2113.676343,2203.656462,2157.877491,2027.757275,2124.237127,2218.459893,2472.883263,2970.408323,3166.319965,3658.041858,3285.104233,3612.29898,2134.243006,2473.657154,2942.803988,3106.679832,3214.447154,3208.978291,3150.376893,3101.595762,3495.597587,3209.16724,3476.333639,3655.892942,3998.018952,4432.93747,5321.01249,6191.125746,6959.657612,7158.342392,5559.077199,5146.257988,MW
Mexico,28295.514,29110.055,29980.057,30903.977,31879.91,32905.586,33978.33,35095.102,36252.614,37447.517,38676.974,39939.271,41234.35,42564.038,43931.398,45338.827,46783.542,48264.496,49787.609,51360.846,52988.138,54669.034,56395.803,58155.59,59931.341,61708.369,63486.196,65261.295,67012.869,68715.443,70353.013,71916.281,73415.735,74880.326,76351.106,77859.344,79410.218,80999.175,82635.332,84326.921,86077.004,87890.094,89757.916,91653.826,93541.577,95392.647,97201.533,98968.558,100678.867,102316.781,103873.607,105339.877,106723.661,108056.312,109381.55,110731.826,112116.694,113529.819,114968.039,116422.752,117886.404,44231.64444,48785.47744,56224.0463,68785.37742,89574.99912,109520.9182,110604.565,101954.5558,127766.2594,167396.231,231889.1741,297601.4921,206825.0877,177249.027,209077.4743,219661.2666,154118.5663,167000.6976,204510.0312,248993.0528,293358.4497,351135.6263,406029.327,450231.2306,469862.2558,319550.7005,371108.1077,447637.1172,470124.5716,536668.0498,648548.6055,694415.3578,724300.4297,713321.0982,770005.3155,864809.6565,965277.5012,1043125.208,1101273.645,893370.6269,1049924.749,1169359.807,1184564.783,1259201.41,MX
Malaysia,6109.907,6261.916,6433.161,6618.274,6813.378,7016.097,7225.624,7442.649,7669.106,7907.762,8160.975,8429.369,8710.678,8999.247,9287.442,9569.784,9844.116,10111.92,10375.877,10640.347,10908.634,11182.078,11460.08,11741.849,12025.93,12311.782,12599.655,12891.715,13191.699,13504.433,13833.739,14180.093,14543.585,14926.976,15333.369,15764.34,16221.767,16703.5,17202.032,17707.064,18211.097,18709.963,19205.112,19701.41,20206.546,20725.374,21259.831,21805.835,22355.057,22896.048,23420.751,23925.742,24413.795,24890.654,25365.089,25843.466,26327.098,26813.819,27302.348,27790.324,28275.835,3736.916022,4585.743708,5448.950216,8279.179893,10259.92197,10079.44753,11938.93111,14196.20797,17673.65344,22919.30958,26457.64488,27015.21339,28960.20405,32553.96325,36672.70302,33708.81586,29964.58448,34143.27581,37486.24092,41972.25266,47565.18838,53086.39313,63908.85267,72274.46233,80472.54848,95976.92722,108960.3474,108225.0783,77979.89269,85513.79955,97583.5496,96537.07575,104924.7471,114660.0753,129795.6137,143534.4185,162692.2602,193549.548,230811.5913,202257.4582,247533.5255,289037.6241,304725.698,312433.7377,MY
Mozambique,6442.133,6535.885,6636.027,6742.242,6854.304,6972.069,7095.485,7224.584,7359.473,7500.319,7647.284,7800.474,7959.881,8125.367,8296.721,8473.847,8657.157,8846.984,9043.116,9245.227,9453.375,9665.673,9882.718,10109.853,10354.3,10620.26,10908.161,11213.159,11527.369,11840.048,12142.014,12438.624,12729.259,12992.559,13200.833,13338.85,13390.888,13374.618,13348.965,13394.656,13567.959,13893.546,14350.459,14893.218,15453.464,15981.571,16463.426,16914.628,17350.739,17798.102,18275.618,18785.719,19319.894,19873.46,20438.827,21010.376,21587.317,22171.404,22762.525,23361.025,23967.265,3565.393353,3969.367094,4443.89363,5232.820227,5472.215679,5665.720285,5159.475472,5222.390154,5457.1271,5737.4313,5647.763644,5442.028968,5714.444099,5312.827366,6024.947323,5669.114239,5876.760099,3437.543126,2928.911907,3165.102774,3474.493196,3216.947096,2273.191534,2386.195213,2458.369615,2523.339546,3467.66557,4110.957476,4708.573094,5132.430655,4808.325941,4568.188659,4974.271856,5548.758233,6748.867398,7595.096898,8166.997252,9192.939073,11026.24746,10726.6311,10165.35359,13244.88004,14952.94685,15628.1683,MZ
Namibia,485.274,494.611,504.552,515.04,526.036,537.519,549.482,561.936,574.907,588.43,602.545,617.282,632.658,648.668,665.297,682.553,700.316,718.622,737.802,758.305,780.386,804.309,829.806,855.965,881.53,905.647,928.228,949.734,970.569,991.365,1012.761,1034.446,1056.758,1081.74,1112.044,1149.389,1194.769,1247.186,1303.879,1360.921,1415.447,1466.152,1513.689,1559.48,1605.828,1654.214,1705.309,1757.969,1809.719,1857.149,1897.953,1931.282,1958.303,1981.237,2003.32,2027.026,2052.931,2080.7,2110.791,2143.498,2178.967,632.6091152,706.8075411,708.030805,897.5093105,1096.419598,1169.340378,1122.565622,1248.069853,1438.069313,1776.729995,2531.981751,2296.22144,2107.022134,2229.278071,1861.257821,1537.466131,1744.370974,2225.023618,2442.750569,2484.116079,2679.147603,2843.300145,3231.831516,3259.366071,3724.113289,4011.027389,3997.711206,4162.328867,3891.507015,3876.452756,3908.596537,3546.820384,3361.203889,4931.292672,6606.86645,7261.311526,7978.635321,8836.06369,8493.155008,8724.107049,11141.41748,12451.77726,13399.44219,12579.67609,NA
New Caledonia,64.824,64.281,64.441,65.153,66.289,67.75,69.458,71.364,73.439,75.672,78.058,80.585,83.221,85.908,88.578,91.197,93.682,96.068,98.572,101.494,105.025,109.269,114.093,119.154,123.976,128.216,131.758,134.71,137.223,139.545,141.866,144.227,146.593,148.988,151.428,153.929,156.501,159.178,162.027,165.13,168.537,172.278,176.318,180.569,184.903,189.22,193.493,197.726,201.899,205.997,210.01,213.919,217.72,221.432,225.088,228.714,232.317,235.889,239.429,242.926,246.379,378.3136106,436.8282821,509.395018,544.4648876,643.7214001,816.6521566,798.3135527,837.6200865,846.0047016,1047.225696,1182.463925,974.6287078,904.5998914,823.8578911,796.0661804,854.820851,1201.321571,1488.093158,2072.775434,2185.082976,2529.440437,2653.780639,2923.883445,2822.331246,3038.728409,3628.440671,3606.968487,3543.106585,3556.304647,3646.46402,3411.540287,3294.852702,3722.48052,4904.335297,5884.445336,6236.147012,6972.959602,8808.266121,9031.135838,8669.544317,9064.090875,9790.390746,9218.665398,9711.519655,NC
Niger,2559.703,2633.453,2707.196,2781.072,2855.332,2930.345,3006.602,3084.71,3165.363,3249.293,3337.141,3429.301,3525.797,3626.224,3729.912,3836.373,3945.602,4057.818,4173.03,4291.28,4412.638,4537.09,4664.739,4795.926,4931.095,5070.583,5214.731,5363.565,5516.743,5673.727,5834.248,5998.722,6167.768,6341.634,6520.599,6705.21,6895.733,7093.264,7300.22,7519.642,7753.907,8004.058,8270.248,8552.812,8851.763,9167.078,9499.605,9849.621,10215.806,10596.258,10989.815,11396.434,11817.297,12254.04,12708.897,13183.798,13679.705,14197.289,14737.895,15302.948,15893.746,426.8272398,457.3989916,573.5388936,611.3235828,702.0769733,894.1688368,1058.177751,1249.521301,1691.652072,2214.615841,2697.416016,2352.546598,2144.491026,1916.542124,1552.854297,1530.886171,1979.850429,2290.4251,2380.833275,2221.982577,2637.840459,2503.61594,2601.072807,2387.928384,1476.810754,1786.36205,1912.51251,1761.109206,2012.203457,1979.561017,1727.05755,1880.693834,2144.63601,2640.6111,2897.005504,3369.007255,3646.729905,4283.547441,5403.36222,5397.121962,5718.587531,6409.169698,6687.732659,7407.417866,NE
Nigeria,37859.744,38431.322,39049.83,39707.795,40399.77,41122.332,41874.186,42656.058,43470.429,44321.061,45211.614,46144.154,47117.859,48128.461,49169.82,50238.57,51336.376,52468.594,53640.549,54859.202,56131.845,57453.735,58829.321,60285.455,61857.025,63565.601,65426.979,67425.439,69512.236,71619.219,73698.099,75729.574,77729.805,79729.313,81775.217,83901.572,86118.046,88412.92,90773.617,93179.76,95617.35,98085.373,100592.242,103144.749,105752.796,108424.827,111166.21,113979.481,116867.371,119831.888,122876.727,126004.992,129224.641,132550.146,135999.25,139585.891,143314.909,147187.353,151208.08,155381.02,159707.78,25355.0308,30745.58085,36890.54418,46341.89615,71655.8032,87164.88179,106187.2351,118718.3568,132827.0855,163964.561,204261.958,183584.4415,180427.4024,181591.0823,180196.6534,178820.6535,90400.79116,55831.89323,66986.10181,60544.38995,68328.91386,63999.79948,58079.40507,56664.20876,47018.00013,49029.98322,51988.03203,54405.92387,56544.76983,57682.37867,74591.45358,70976.56425,95063.45681,108794.6338,141260.659,180502.0136,233859.813,267663.4801,334580.5086,272536.0108,369062.4032,411743.8016,460953.9205,514964.7597,NG
Nicaragua,1294.993,1331.821,1371.605,1414.314,1459.826,1507.937,1558.347,1610.669,1664.454,1719.222,1774.574,1830.304,1886.504,1943.602,2002.244,2062.932,2125.773,2190.718,2257.923,2327.542,2399.677,2474.312,2551.425,2631.065,2713.287,2798.048,2885.281,2974.713,3065.82,3157.93,3250.47,3343.536,3437.017,3529.935,3621.067,3709.708,3794.923,3877.325,3959.636,4045.623,4137.788,4237.154,4342.319,4450.371,4557.125,4659.458,4756.631,4849.272,4937.32,5021.079,5100.92,5176.685,5248.577,5317.878,5386.299,5455.219,5524.927,5595.533,5667.983,5743.329,5822.209,1144.059713,1217.580411,1297.652459,1611.165767,2240.561482,2342.956646,2722.449624,3299.938939,3154.353397,2257.32443,2717.608028,3130.677182,3297.759256,3586.11358,3655.195233,3618.183114,3653.622657,3720.377967,3371.224677,3441.432335,3566.858105,3666.083718,3887.512613,4147.058497,3861.460879,4131.85807,4308.09655,4389.97335,4635.347549,4856.026274,5109.587205,5351.752189,5223.727231,5322.233756,5792.932742,6321.324476,6786.295243,7458.100871,8491.390304,8380.73935,8938.189276,9898.589212,10644.9641,11255.62472,NI
Netherlands,10027.047,10148.756,10275.817,10407.311,10542.53,10680.98,10822.39,10966.704,11114.035,11264.598,11418.507,11575.551,11735.004,11895.544,12055.481,12213.453,12368.711,12520.997,12670.027,12815.698,12957.82,13096.157,13230.205,13359.227,13482.361,13599.001,13709.285,13813.458,13911.257,14002.398,14087.014,14164.995,14237.409,14307.057,14377.594,14451.798,14530.414,14613.206,14700.683,14793.094,14890.341,14993.19,15101.062,15210.799,15318.124,15420,15514.794,15603.344,15688.091,15772.758,15859.863,15950.214,16042.368,16133.907,16221.364,16302.242,16375.813,16442.848,16504.193,16561.282,16615.243,37530.58142,43838.47624,53796.75294,70648.39407,85790.46052,98582.233,107356.5513,124906.2918,153269.7409,176686.3142,191914.3641,161409.3047,155846.2612,150888.9976,141516.3885,141455.6367,197527.3954,240966.3382,257546.1448,254028.8096,313035.2341,322048.6629,356947.4507,347668.6052,372836.8944,444767.3291,442583.3085,409763.3394,431184.3431,439924.3562,413396.587,426087.4623,464499.7655,570895.5919,646069.7944,672357.3596,719376.0199,833147.7648,931327.8924,858033.8925,836389.9372,893757.2872,823139.2354,853539.352,NL
Norway,3265.278,3300.422,3333.895,3366.281,3398.028,3429.431,3460.64,3491.657,3522.361,3552.545,3582.016,3610.71,3638.791,3666.69,3694.987,3724.065,3754.01,3784.579,3815.399,3845.932,3875.719,3904.75,3932.945,3959.705,3984.291,4006.221,4025.297,4041.789,4056.28,4069.626,4082.525,4095.177,4107.655,4120.386,4133.833,4148.355,4164.166,4181.326,4199.817,4219.532,4240.375,4262.367,4285.504,4309.606,4334.434,4359.788,4385.951,4412.958,4440.109,4466.468,4491.572,4514.723,4536.647,4560.013,4588.444,4624.388,4668.989,4721.08,4777.943,4835.629,4891.251,12995.41116,14778.32305,17578.92448,22807.9966,27436.60869,33245.25605,36317.99462,41926.80119,46975.96256,53644.62148,65043.58545,64179.10219,63140.96605,62048.57221,62373.85436,65597.82112,78813.43409,94377.63009,102145.2657,102873.3223,120077.3797,122153.5348,130976.2162,120633.6974,127117.9095,152028.4423,163517.5722,161354.3509,154165.2709,162286.5933,171314.829,174004.1344,195418.8652,228751.8979,264356.1874,308722.0799,345422.869,400886.153,461946.8085,386381.8712,428527.0647,498156.757,509704.856,522349.1064,NO
Nepal,8140.192,8270.84,8400.764,8531.407,8664.01,8799.61,8939.031,9082.893,9231.636,9385.559,9544.938,9710.15,9881.783,10060.686,10247.834,10443.932,10649.467,10864.396,11088.215,11320.1,11559.455,11806.296,12060.891,12323.203,12593.223,12871.016,13156.441,13449.68,13751.522,14063.01,14384.864,14718.228,15062.998,15417.207,15778.051,16143.975,16513.244,16887.696,17273.606,17679.536,18111.2,18569.445,19050.879,19551.5,20065.413,20587.157,21115.271,21647.305,22175.431,22690.158,23184.177,23655.119,24102.862,24525.527,24921.91,25292.058,25634.043,25950.022,26249.412,26544.943,26846.016,1040.760767,1060.93933,1230.799317,1144.162554,1457.682046,1616.818498,1493.848444,1484.057785,1749.146233,1987.385688,2089.013873,2374.579869,2511.868658,2491.862427,2569.210292,2740.969753,2818.322676,3142.208817,3545.091543,3524.780268,3780.186252,3468.572521,3756.77067,3787.172382,4330.701346,4534.418924,4713.497173,5191.233802,4895.254796,5380.887241,5730.380115,5890.90618,5899.626934,6464.691914,7285.500156,8258.829299,8990.152614,10958.76984,11692.06109,12744.46157,16304.62831,18467.4265,18028.77094,18178.67704,NP
Nauru,2.953,3.059,3.191,3.335,3.479,3.621,3.76,3.901,4.052,4.227,4.433,4.675,4.947,5.231,5.5,5.738,5.936,6.102,6.241,6.368,6.493,6.619,6.743,6.862,6.972,7.07,7.156,7.235,7.311,7.393,7.488,7.597,7.719,7.855,8.007,8.174,8.356,8.55,8.752,8.956,9.157,9.354,9.544,9.719,9.863,9.97,10.033,10.056,10.054,10.044,10.042,10.053,10.072,10.096,10.112,10.115,10.104,10.083,10.058,10.037,10.025,15.3482495,16.8362968,19.83744227,25.68747158,33.41656908,33.58487577,34.11614939,34.15178115,37.01198612,38.18812934,41.90686993,44.68777103,42.46054078,40.72853703,40.08893871,33.04315332,33.33872678,37.08000952,43.08226969,45.58379879,49.24067892,45.54252723,42.65189519,36.80864841,36.6879506,34.8553026,33.7475056,30.1239962,23.99844204,24.57740185,21.71644648,19.03685421,19.06303644,24.10109253,27.62267398,26.29301348,25.3920741,23.11156855,41.54579782,54.24318123,62.49450824,85.87895639,120.6027239,152.8863276,NR
